,NID,Code,State,Error line,Error
263,d0651566,"a=input()
  b=input()
  print(""a+b="" str(a+b))",Compile Error,2,IndentationError
264,d0651566,"a=input()
  b=input()
  print(""a+b="", str(a+b))",Compile Error,2,IndentationError
265,d0651566,"a=input()
  b=input()
  print(""a+b="",str(a+b))",Compile Error,2,IndentationError
266,d0651566,"a=input("""")
b=input("""")
print(""a+b="",+(a+b))",Runtime Error,3,SyntaxError: invalid syntax
267,d0651566,"a=input("""")
b=input("""")
print(""a+b=,""a+b)",Compile Error,3,SyntaxError: invalid syntax
268,d0651566,"a=input("""")
b=input("""")
print(""a+b=,""a+b)",Compile Error,3,SyntaxError: invalid syntax
269,d0651566,"a=input()
b=input()
  c=a+b
print(""a+b=""+c)",Compile Error,3,IndentationError
270,d0651566,"a=input()
b=input()
  c=a+b
print(""a+b=""+ str(c))",Compile Error,3,IndentationError
271,d0651566,"a=input()
b=input()
  c=a+b
print(""a+b=""+str(c))",Compile Error,3,IndentationError
272,d0651566,"a=input()
b=input()
  c=a+b
print(""a+b=""+str(c))",Compile Error,3,IndentationError
273,d0651566,"a=input()
b=input()
print(a+b=)",Compile Error,3,SyntaxError: invalid syntax
274,d0651566,"a=input()
b=input()
  c=a+b
print(""a+b="",c)",Compile Error,3,IndentationError
275,d0651566,"a=input()
b=input()
  c=a+b
print('a+b=',c)",Compile Error,3,IndentationError
276,d0651566,"a=int(input(""a=""))
b=int(input(""b=""))
print(""a+b=,""a+b)",Compile Error,3,SyntaxError: invalid syntax
277,d0651566,"a=int(input())
b=int(input())
print(""a+b=,""a+b)",Compile Error,3,SyntaxError: invalid syntax
278,d0651566,"a=int(input)
b=int(input)
print(""a+b=,""a+b)",Compile Error,3,SyntaxError: invalid syntax
279,d0651566,"a=int(9)
b=int(3)
print(""a+b=,""a+b)",Compile Error,3,SyntaxError: invalid syntax
280,d0550278,"a=input()
b=input()
  print(""a+b="",a+b)",Compile Error,3,IndentationError
281,d0550278,"print(""a+b="",a+b)",Runtime Error,1,Variable or function not defined
282,d0550278,"a=input()
  b=input()
	print(""a+b="",a+b)",Compile Error,2,IndentationError
283,d0550278,"a=input()
  b=input()
  c=a+b
	print(""a+b=""+c)",Compile Error,2,IndentationError
284,d0681273,"a=eval(input())
b=eval(input())
output(""a=b""+int())",Runtime Error,1,SyntaxError: invalid syntax
285,d0681273,"a=eval(input())
b=eval(input())
print(""a=b""+int())",Runtime Error,1,SyntaxError: invalid syntax
286,d0542603,"a=input()
b=input()
print(""a+b=""int(a)+int(b))",Compile Error,3,SyntaxError: invalid syntax
287,d0713052,"a=input()
  b=input()
  sum=a+b
  printf(""a+b="",sum)",Compile Error,2,IndentationError
288,d0713052,"a=input()
  b=input()
  sum=a+b
  print(""a+b="",sum)",Compile Error,2,IndentationError
289,d0827022,"a=9
b=3

  
print(""a+b=,a+b)",Compile Error,5,SyntaxError: EOL while scanning string literal
290,d0617304,"a = input()
b = input()
print a+b",Compile Error,3,SyntaxError: Missing parentheses in call to 'print'
291,d0617304,"a = input()
b = input()
print ""a+b=""
print a+b",Compile Error,3,SyntaxError: Missing parentheses in call to 'print'
292,d0617304,"a = input()
b = input()
print ""a+b="",
print a+b",Compile Error,3,SyntaxError: Missing parentheses in call to 'print'
293,d0617304,"a = input()
b = input()
 print(""a+b=""+ str(a+b))",Compile Error,3,IndentationError
294,d0617304,"a = input()
b = input()
print(""a+b=""+ int(a+b))",Runtime Error,3,Data Type Error
295,d0617304,"# -*- coding: utf-8 -*-
a = input()
b = input()
c = int(a)+int(b)
print(""a+b=""+ c)",Runtime Error,5,Data Type Error
296,d0617304,"a = input()
b = input()
c = int(a)+int(b)
print(""a+b=""+ c)",Runtime Error,4,Data Type Error
297,d0617304,"a = input()
b = input()
 a = int(a)+int(b)
print(""a+b="",a)",Compile Error,3,IndentationError
298,d0550664,"a=input
b=input
print(""a+b="",a+b)",Runtime Error,1,Variable or function not defined
299,d0550664,"a=input
b=input
print(""a+b="",a+b)",Runtime Error,1,Variable or function not defined
300,d0550664,"a=input
b=input
print(a+b)",Runtime Error,1,Variable or function not defined
301,d0550664,"a=input(""輸入a"")
b=input(""輸入b"")
print(a+b)",Runtime Error,1,OJ:Input data type error
302,d0550664,"int a,b
print(a+b)",Compile Error,1,SyntaxError: invalid syntax
303,d0550664,"int a,b
a=3
b=9
print(a+b)",Compile Error,1,SyntaxError: invalid syntax
304,d0550664,"int a,b
a=3
b=9
print(a+b)",Compile Error,1,SyntaxError: invalid syntax
305,d0550664,"a,b
a=3
b=9
print(a+b)",Runtime Error,1,SyntaxError: invalid syntax
306,d0550664,"global a=9
global b=3
print(a+b)",Compile Error,1,SyntaxError: invalid syntax
307,d0550664,"global a=9
global b=3
print(""a+b="",a+b)",Compile Error,1,SyntaxError: invalid syntax
308,d0550664,"a=int(input())
b=int(input())
c=a+b
print(""a+b=""+c)",Runtime Error,4,Data Type Error
309,d0550664,"a=int(input())
b=int(input())
c=a+b
print(""a+b=""+c)",Runtime Error,4,Data Type Error
310,d0550664,"a=int(input())
b=int(input())
c=a+b
print(""a+b=""+c)",Runtime Error,4,Data Type Error
311,d0550664,"a=9
b=3
c=a+b
print(""a+b=""+c)",Runtime Error,4,Data Type Error
312,d0550664,"a=9
b=3
c=a+b
print(""a+b=""+c)",Runtime Error,4,Data Type Error
313,d0550664,"a=9
b=3
c=a+b
print(""a+b=""+c)",Runtime Error,4,Data Type Error
314,d0550664,"a=9
b=3
print(""a+b""+a+b)",Runtime Error,4,Data Type Error
315,d0550664,"a=9
b=3
print(""a+b""+a+b)",Runtime Error,4,Data Type Error
316,d0550664,"a=9
b=3
print(""a+b""+a+b)",Runtime Error,4,Data Type Error
317,d0550664,"a=int(input(""""))
b=int(input(""""))
c=a+b
print(""a+b=""+c)",Runtime Error,4,Data Type Error
318,d0736215,"a = input()
b = input()
X = a+b
print(""a+b="",x)",Runtime Error,4,Variable or function not defined
319,d0736215,"int a,b
a = input()
b = input()
print(""a+b="",a+b)",Compile Error,1,SyntaxError: invalid syntax
320,d0736215,"int a
int b
a = input()
b = input()
print(""a+b="",a+b)",Compile Error,1,SyntaxError: invalid syntax
321,d0736215,"a,b = input()
  x = a+b
  print(""a+b=""x)",Compile Error,2,IndentationError
322,d0736215,"a,b = input()
  x = a+b
print(""a+b=""x)",Compile Error,2,IndentationError
323,d0736215,"a,b = input()
  x = a+b
print(a+b=x)",Compile Error,2,IndentationError
324,d0736215,"a,b = input()
  x = a+b
print(a+b=,x)",Compile Error,2,IndentationError
325,d0736215,"a,b = input()
  x = a+b
print(a+b=12)",Compile Error,2,IndentationError
326,d0736215,print(a+b=12),Compile Error,1,SyntaxError: keyword can't be an expression
327,d0736215,"a = input()
b = input()
  x = a+b
  print(a+b={x})",Compile Error,3,IndentationError
328,d0736215,"a = input()
b = input()
  sum= int(a) + int(b)
  print(""a+b=""sum)",Compile Error,3,IndentationError
329,d0736215,"a = input()
b = input()
  x= a+b
  y = str(x)
  print(""a+b""+y)",Compile Error,3,IndentationError
330,d0736215,"a = input()
b = input()
  x= a+b
  y = str(x)
  print('a+b'+y)",Compile Error,3,IndentationError
331,d0736215,"a = input()
b = input()
  x= a+b
  y = str(x)
  print('a+b='+y)",Compile Error,3,IndentationError
332,d0736215,"int a,b
a = input()
b = input()
  x= a+b
  y = str(x)
  print('a+b='+y)",Compile Error,1,SyntaxError: invalid syntax
333,d0736215,"a = input()
b = input()
  x = a+b
print(""a+b=""+ str(x))",Compile Error,3,IndentationError
334,d0736215,"x = input()
y = input()
  z = a+b
print(""a+b=""+ str(z))",Compile Error,3,IndentationError
335,d0736215,"x = input()
y = input()
  z = x+y
print(""a+b=""+ str(z))",Compile Error,3,IndentationError
336,d0736215,"x = input()
y = input()
  z = x+y
  print(""a+b=""+ str(z))",Compile Error,3,IndentationError
337,d0736215,"x = input()
y = input()
  z = x+y
  print(""a+b="",+ str(z))",Compile Error,3,IndentationError
338,d0736215,"x = input()
y = input()
  z = x+y
  print(""a+b=""+str(z))",Compile Error,3,IndentationError
339,d0736215,"x = input()
y = input()
  z = x+y
  print(""a+b="",+str(z))",Compile Error,3,IndentationError
340,d0736215,"x = input()
y = input()
  z = int(x)+int(y)
  print(""a+b="",+str(z))",Compile Error,3,IndentationError
341,d0736215,"int a,b,x

a = input()
  b = input()
  x = a+b
  print(""a+b=""+str(x))",Compile Error,1,SyntaxError: invalid syntax
342,d0736215,"int a
int b

a = input()
b = input()
print(""a+b=""+str(a+b))",Compile Error,1,SyntaxError: invalid syntax
343,d0736215,"int a,b

a = input()
b = input()
print(""a+b=""+str(a+b))",Compile Error,1,SyntaxError: invalid syntax
344,d0736215,"int(a,b)

a = input()
b = input()
print(""a+b=""+str(a+b))",Runtime Error,1,SyntaxError: invalid syntax
345,d0736215,"int a , b

a = input()
b = input()
print(""a+b=""+str(a+b))",Compile Error,1,SyntaxError: invalid syntax
346,d0736215,"a = input()
b = input()
print(""a+b="",+str(a+b))",Runtime Error,3,SyntaxError: invalid syntax
347,d0590017,"a=scan('')
b=scan('')
print('a+b=',str(a+b))",Runtime Error,1,Variable or function not defined
348,d0590017,"a=int(input('a='))
b=int(input('b='))
print('a+b='str(a+b))",Compile Error,3,SyntaxError: invalid syntax
349,d0753264,"a=input()
b=input()
  print(c)",Compile Error,3,IndentationError
350,d0753264,"a=input()
b=input()
  print(a+b)",Compile Error,3,IndentationError
351,d0753264,"a=input()
b=input()
  print(,a+b)",Compile Error,3,IndentationError
352,d0753264,"a=input()
b=input()
  print('a+b=',a+b)",Compile Error,3,IndentationError
353,d0753264,"a=int(input())
b=int(input())
  print('a+b=',a+b)",Compile Error,3,IndentationError
354,d0753264,"a=int(input())
b=int(input())
  print('a+b=',char(a+b))",Compile Error,3,IndentationError
355,d0753264,"a=int(input())
b=int(input())
  print('a+b=',int(a+b))",Compile Error,3,IndentationError
356,d0753264,"a=int(input())
b=int(input())
c=a+b
  print('a+b=',char(c))",Compile Error,4,IndentationError
357,d0753264,"a=int(input())
b=int(input())
  print('a+b=')
  print(a+b)",Compile Error,3,IndentationError
358,d0753264,"a=int(input())
b=int(input())
  print(""a+b="")
  print(a+b)",Compile Error,3,IndentationError
359,d0753264,"a=int(input())
b=int(input())
	print(""a+b"")",Compile Error,3,IndentationError
360,d0753264,"a=int(input())
b=int(input())
print(""a+b="",char(a+b))",Runtime Error,3,Variable or function not defined
361,d0753264,"a=int(input())
b=int(input())
c=a+b
print('a+b='%(c))",Runtime Error,4,SyntaxError: invalid syntax
362,d0848951,"input(a=9)
input(b=3)
output(C=a+b)",Runtime Error,1,SyntaxError: invalid syntax
363,d0590685,"a=9
b=3
print ""a+b="", 9+3",Compile Error,3,SyntaxError: Missing parentheses in call to ‘print'
364,d0590685,"a=input(""第一個數字"")
b=input(""第二個數字"")
print ""a+b="", a+b",Compile Error,3,SyntaxError: Missing parentheses in call to ‘print'
365,d0590685,"a=9
b=3
print ""a+b="", a+b",Compile Error,3,SyntaxError: Missing parentheses in call to ‘print'
366,d0590685,"a=input()
b=input()
print ""a+b="", a+b",Compile Error,3,SyntaxError: Missing parentheses in call to ‘print'
367,d0590685,"a=input1()
b=input2()
print(""a+b="",(a+b))",Runtime Error,1,Variable or function not defined
368,d0590685,"a=input1()
b=input2()
c=a+b
print(c)",Runtime Error,1,Variable or function not defined
369,d0590685,"a=input1()
b=input2()
c=a+b
print(""c"")",Runtime Error,1,Variable or function not defined
370,d0590685,"a=input1()
b=input2()
c=a+b
print(""a+b="",c)",Runtime Error,1,Variable or function not defined
371,d0590685,"a=input1()
b=input2()
print(""a+b="",a+b)",Runtime Error,1,Variable or function not defined
372,d0753352,"a=int(input(""""))
b=int(input(""""))
print(""a+b=""a+b)",Compile Error,3,SyntaxError: invalid syntax
373,d0753352,"a=int(input(""""))
b=int(input(""""))
print(""a+b="")
print(c)",Runtime Error,4,Variable or function not defined
374,d0753352,"a=int(input(""""))
b=int(input(""""))
print(""a+b="",%(a+b))",Compile Error,3,SyntaxError: invalid syntax
375,d0753352,"a=int(input(""""))
b=int(input(""""))
print(""a+b=""%(a+b))",Runtime Error,3,SyntaxError: invalid syntax
376,d0753352,"a=int(input(""""))
b=int(input(""""))
c=a+b
print(""a+b=%d"",%c)",Compile Error,4,SyntaxError: invalid syntax
377,d0786880,"a=input()
b=input()
c=a+b
printf(""a+b=""+c)",Runtime Error,4,Data Type Error
378,d0786880,"a=input()
b=input()
int c=a+b
printf(""a+b=""+c)",Compile Error,3,SyntaxError: invalid syntax
379,d0786880,"a=input()
b=input()
int c=a+b
print(""a+b=""+c)",Compile Error,3,SyntaxError: invalid syntax
380,d0786880,"a=int(input())
b=int(input())
int c=a+b
print(""a+b=%d""%a+b)",Compile Error,3,SyntaxError: invalid syntax
381,d0786880,"a=int(input())
b=int(input())
print(""a+b=%d""%a+b)",Runtime Error,3,Data Type Error
382,d0809311,"a=9
b=3
c=a+b
print(""a+b""+c)",Runtime Error,4,Data Type Error
383,d0809311,"a=9
b=3
c=a+b
print(""a+b=""+c)",Runtime Error,4,Data Type Error
384,d0809311,"a=9
b=3
c=a+b
print(""a+b=""c)",Compile Error,4,SyntaxError: invalid syntax
385,d0809311,"a=9
b=3
c=a+b
print(""a+b=""+c)",Runtime Error,4,Data Type Error
386,d0809311,"a=input(int(""enter num""))
b=input(int(""enter num""))
print(""a+b=""+str(a+b))",Runtime Error,1,SyntaxError: invalid syntax
387,d0809311,"a=input(int(""enter num""))
b=input(int(""enter num""))
print(""a+b=""+(a+b))",Runtime Error,1,SyntaxError: invalid syntax
388,d0809311,"a=input(int(""enter num""))
b=input(int(""enter num""))
print(""a+b=""+str(a+b))",Runtime Error,1,SyntaxError: invalid syntax
389,d0809311,"a=int(input(""enter num""))
b=int(inpu(""enter num""))
c=a+b
c=str(c)
print(""a+b=""+c)",Runtime Error,4,Variable or function not defined
390,d0809311,"a=int(input(""enter num""))
b=int(inpu(""enter num""))
c=a+b
c=str(c)
print(""a+b=""+c)",Runtime Error,4,Variable or function not defined
391,d0809311,"a=9
b=3
c=a+b
print(""a+b=""+c)",Runtime Error,4,Data Type Error
392,d0809311,"a=int(input())
b=int(input())
c=a+b
print(""a+b=""+c)",Runtime Error,4,Data Type Error
393,d0511960,"a=input("""")
  b=input("""")
  a=int(a)
  b=int(b)
  print(""a+b="",a+b)",Compile Error,2,IndentationError
394,d0511960,"a=input("""")
  b=input("""")
  a=int(a)
  b=int(b)
  print(""a+b=%d"",%(a+b))",Compile Error,2,IndentationError
395,d0511960,"a=input("""")
  b=input("""")
  a=int(a)
  b=int(b)
  print(""a+b=%d"",%(a+b))",Compile Error,2,IndentationError
396,d0511960,"a=input("""")
  b=input("""")
  c=int(a)
  d=int(b)
  print(""a+b=%d"",%(a+b))",Compile Error,2,IndentationError
397,d0511960,"a=input("""")
  b=input("""")
  c=int(a)
  d=int(b)
  print(""a+b=%d""%(c+d))",Compile Error,2,IndentationError
398,d0511960,"a=input("""")
  b=input("""")
  c=int(a)
  d=int(b)
  print('a+b=%d'%(c+d))",Compile Error,2,IndentationError
399,d0547376,"a = input("""")
b = input("""")
print(""a+b=%d"",%(int(a)+int(b)))",Compile Error,3,SyntaxError: invalid syntax
400,d0547376,"a = input("""")
b = input("""")
print('a+b=%d',%(int(a)+int(b)))",Compile Error,3,SyntaxError: invalid syntax
401,e0597606,"a  = 9
b = 3
  print(a + b)",Compile Error,3,IndentationError
402,e0597606,"a  = 9
b = 3
  a + b",Compile Error,3,IndentationError
403,e0597606,"a=input()
b=input()
  print('a+b=',a+b)",Compile Error,3,IndentationError
404,d0675358,"a=9
b=3
Print(a+b)",Runtime Error,3,Variable or function not defined
405,d0675358,"a=9
b=3
print(""a+b=""a+b)",Compile Error,3,SyntaxError: invalid syntax
406,d0675358,"a=9
b=3
print(""a+b="" a+b)",Compile Error,3,SyntaxError: invalid syntax
407,d0675358,"a=9
b=3
print(""a+b=""&a+b)",Runtime Error,3,SyntaxError: invalid syntax
408,d0675358,"a=9
b=3
print""a+b="", a+b",Compile Error,3,SyntaxError: Missing parentheses in call to ‘print'
409,d0675358,"a=9
b=3
print ""a+b="", a+b",Compile Error,3,SyntaxError: Missing parentheses in call to ‘print'
410,d0675358,"a=9
b=3
print ""a+b="",a+b",Compile Error,3,SyntaxError: Missing parentheses in call to ‘print'
411,d0675358,"a=9
b=3
c=a+b
print ""a+b="",c",Compile Error,4,SyntaxError: Missing parentheses in call to ‘print'
412,d0675358,"a=9
b=3
print ""a+b="",a+b",Compile Error,3,SyntaxError: Missing parentheses in call to ‘print'
413,d0675358,"a=9
b=3
print ""a+b="", a+b",Compile Error,3,SyntaxError: Missing parentheses in call to ‘print'
414,d0675358,"a=9
b=3
print a+b=",Compile Error,3,SyntaxError: Missing parentheses in call to 'print'
415,d0675358,"a=9
b=3
c=a+b
print('a+b='c)",Compile Error,4,SyntaxError: invalid syntax
416,d0675358,"a=9
b=3
c=a+b
print('a+b='，c)",Compile Error,4,SyntaxError: invalid character in identifier
417,d0675358,"a=9
b=3
a+b=",Compile Error,3,SyntaxError: invalid syntax
418,d0675358,"a=9
b=3
print(""a+b=""a+b)",Compile Error,3,SyntaxError: invalid syntax
419,d0675358,"a=int(input(9))
b=int(input(3))
ptint(""a+b="",a+b)",Runtime Error,1,SyntaxError: invalid syntax
420,d0675358,"a=int(input(9))
b=int(input(3))
ptint(""a+b="", a+b)",Runtime Error,1,SyntaxError: invalid syntax
421,d0675358,"a=int(input(9))
b=int(input(3))
ptint(a+b)",Runtime Error,1,SyntaxError: invalid syntax
422,d0675358,"a=int(input(9))
b=int(input(3))
print('a+b='a+b)",Compile Error,3,SyntaxError: invalid syntax
423,d0675358,"a=int(input(9))
b=int(input(3))
output(""a+b="",a+b)",Runtime Error,1,SyntaxError: invalid syntax
424,d0675358,"a=input()
b=input()
output(a+b)",Runtime Error,3,Variable or function not defined
425,d0675358,"a=input()
b=input()
c=a+b
output(c)",Runtime Error,4,Variable or function not defined
426,d0652332,"a=input("""")
b=input("""")
sum=float(a)+float(b)
  print(sum)",Compile Error,4,IndentationError
427,d0652332,"a=input(""9"")
b=input(""3"")
a+b = float(a)+float(b)
print(""a+b"")",Compile Error,3,SyntaxError: can't assign to operator
428,d0652332,"a=input(""9"")
b=input(""3"")
a+b = float(a)+float(b)
print(""a+b="")",Compile Error,3,SyntaxError: can't assign to operator
429,d0652332,"a=input(""9"")
b=input(""3"")
a+b=float(a)+float(b)
print(""a+b="",a+b)",Compile Error,3,SyntaxError: can't assign to operator
430,d0652332,"a = input("""")
b = input("""")
a+b =float(a)+float(b)
print(""a+b="",a+b)",Compile Error,3,SyntaxError: can't assign to operator
431,d0652332,"a = input("""")
b = input("""")
a+b =float(a)+float(b)
print(""a+b=""+a+b)",Compile Error,3,SyntaxError: can't assign to operator
432,d0652332,"a = input("""")
b = input("""")
a+b = float(a)+float(b)
print(""a+b=""a+b)",Compile Error,4,SyntaxError: invalid syntax
433,d0652332,"a = input("""")
b = input("""")
a+b = float(a)+float(b)
print(""a+b=""format(a+b))",Compile Error,4,SyntaxError: invalid syntax
434,d0652332,"a = input("""")
b = input("""")
a+b = float(a)+float(b)
print(""a+b="",a+b)",Compile Error,3,SyntaxError: can't assign to operator
435,d0652332,"a = input("""")
b = input("""")
a+b = float(a)+float(b)
print(""a+b="",a+b)",Compile Error,3,SyntaxError: can't assign to operator
436,d0652332,"a = input("""")
b = input("""")
a+b = float(a)+float(b)
print(""a+b="",format(a,b,a+b))",Compile Error,3,SyntaxError: can't assign to operator
437,d0652209,"a=input("""")
b=input("""")
print(""a+b=""a+b)",Compile Error,3,SyntaxError: invalid syntax
438,d0652209,"a=input("""")
b=input("""")
sum=int(a)+int(b)
print(""a+b="")\n,print(sum)",Compile Error,4,SyntaxError: invalid syntax
